CPT104,GEN_TENSIONE,IC113,PT212,TOV_POS,TT103,TT105,TT112,TT119,TT124,TT126,TT128,TT129,TT130,XT100,XT101,Fault
0.8832741765231596,-0.8149508253441274,0.8548229693156908,-0.025782540069522384,1.7651998345099382,-0.8200874570071781,0.965965032004348,0.7739476576881019,0.805135353203856,1.3372107191979081,-1.1280669391450782,-0.06878826340190566,-1.4221221176823857,-0.05842325238889084,1.3429556740339117,0.5312257564941422,0
0.8458478472172022,-0.05136422012117324,0.8161947444117361,-0.06099970128204901,1.7651998345099382,-0.9246056963738857,0.6719635660562403,0.731663273493745,0.7852573940522538,1.0347420013513433,-1.1162128750078633,-0.017285720687915635,-1.3475657145437399,-0.09024991944443381,1.2493404085526092,0.8218482322118982,0
0.36886122478596295,-0.03445200295124432,0.35559467050943105,-0.07565327870611038,1.9259810351083173,-0.4049044047763075,0.5509041389011378,0.533631407516825,0.4839390231502411,0.2791062272475741,-1.1015805145884896,-0.7185816681662016,-1.2458978920819495,-0.3348571446554095,1.062109877590004,-0.34064167065912593,0
0.6603088104451171,0.6957329733611387,0.626271414206901,-0.10058864802440438,1.675162362174751,-0.5489180157009372,0.39795150459199996,0.6062196003838063,0.652212835770239,0.6667256322448674,-1.0402727766288307,-0.44509778281387,-1.4218563194537261,-0.22991353226203692,1.3312537658487489,0.8218482322118982,0
0.8100141276689455,0.620050801525601,0.7826650337876124,-0.0721720420805038,1.874531050916847,-0.7184591228764199,0.34180149199686866,0.7503388765129199,0.7750231972613313,0.659527642503708,-1.2477188990300914,-0.12118806295760201,-1.3360034915971029,-0.16179964254089305,1.45997475588554,1.693715659365166,0
1.2002035183055186,1.2352327010823423,1.1255878717615146,-0.05079886837910763,2.0160185074434134,-0.7203857263670493,0.7081241741675052,0.9670463455090148,1.0361920269066407,1.2892751704961485,-1.0539790382874852,0.6461459880703325,-1.3393259694553319,0.03193313760402489,1.658907195033308,3.437450513671698,0
1.3769832014102512,0.22937858489989682,1.326957146127698,0.15588943639234046,1.8295123147492534,1.257272756765158,2.3845389502077445,1.3546532006239875,1.352468070041541,2.545400954687295,-1.2964316938439597,0.9300380527864656,-1.3336113075391782,0.21385147316014272,0.7578602647757716,1.693715659365166,0
0.8689406887038564,-1.5595111862509596,0.8454193694912213,0.1236677578576591,1.8166498187014086,1.2900250161058788,1.9865476609334543,0.8845917963300141,0.9047219604386162,1.6248240114084633,-1.0712044752368761,0.14439996218771003,-1.254403435399017,-0.028766585359862287,0.48871637651702665,-0.34064167065912593,0
0.6005859445313565,-0.7625229521173381,0.5794885050801648,0.13815941729913797,1.938843531156162,1.3786487766748807,1.9654352561976847,0.4656240229375579,0.5839192533385003,1.4338475601909115,-0.6348267391856518,-1.1060171724153416,-1.6673209836196403,-0.16595880925837814,0.40680301922088685,-1.503131573530146,0
0.6690681641124696,-1.2639701912061536,0.650632615002168,0.09517019292246727,2.1767997080418837,0.6985577444823142,1.9620662554419765,0.40219744664602003,0.5788021549430362,1.5556007909190221,-0.4453469327423565,-0.13392911010984282,-1.0842925690577236,-0.15842408694409227,0.38339920285056117,-1.503131573530146,0
1.0783688718414455,-0.9028943546278732,1.05262181437352,0.11217158109403011,1.778062330557783,0.7500943878566798,1.542737961381536,1.0174352366739612,1.0619743303606992,1.5592763601485502,-0.3347707407123997,1.128152363435401,-0.7131053427364479,0.03331952650985326,0.7578602647757716,0.5312257564941422,0
1.080757786477996,0.7908641949420369,1.0219278768214628,-0.04553653394505214,0.9870188236134582,0.44231948022845574,0.4943049262052449,1.0752238950729207,1.081261855082053,0.6938329553126353,-1.1247329836064877,1.1825261280428523,-0.7121750489361433,-0.04908019671917631,1.3663594904042375,3.1468280379539464,0
1.0576649449913418,-1.307519150418788,1.0064413233605398,-0.11912825703053778,1.2892874807384949,-0.5180923598508492,0.34472129265181506,0.9430851944655447,1.007063928347858,0.6393120117413051,-1.0265665149701764,1.147174208479591,-0.7216108860535115,-0.07590380815803355,1.4950804804410285,2.85620556223619,0
1.1364991279975067,0.5726965934497712,1.0365622290482934,-0.18138572133498151,1.9645685232519428,0.048329066394519185,-0.8214021689238714,1.0628909496829002,1.0853948960937752,-0.09105422390946008,-0.7211391436847481,1.3016818366215561,-0.7298506311419195,-0.0998943640067195,1.8695415423662392,3.7280729893894544,0
1.0632390791432926,-0.6902232237158055,1.0127299807431538,-0.13782978401926288,1.5015186655284356,-0.13373496347006328,0.5690967429819602,0.9984072637864982,1.0869693879077598,0.921565098825466,-1.0880594726819788,0.7464593029731886,-0.9229530442621535,-0.043956585545461446,1.401465214959726,2.274960610800678,0
0.9780344571063272,-0.03994847353144238,0.9502695075340577,-0.005785669220109676,1.778062330557783,-0.25029447465320737,0.974499833918808,0.9311046189438121,1.01572363332479,1.1443964833655924,-1.151219408163076,0.5696997051568877,-0.9353126618947617,-0.051431030081232725,1.1557251430713065,0.5312257564941422,0
0.4038986394553699,-0.6297620473332423,0.37575363763313735,-0.03161158744263043,1.8359435627732212,-0.5831152276596278,0.8990342169909511,0.35779884324194,0.46307700661489715,0.6203215707220775,-1.1610360550267078,-0.6326244627306619,-1.1262886891857307,-0.3639713116778103,1.0504079694048412,-0.05001919494136991,0
0.9565342253773723,-0.413285667557979,0.91816503000833,0.005467630569640964,1.874531050916847,-0.2743770182860907,0.8431088044462006,0.8948105225103165,0.9783294527425684,1.050975765448426,-1.1221399070764713,0.6025393055633672,-1.0327277126980183,-0.11683241976923446,1.4950804804410285,1.112470707929654,0
-0.752336044635046,-0.7422282915134042,-0.7826963951178983,-0.12309524760390565,1.9645685232519428,0.629200018819617,-0.07505620150938633,-0.05975945067736905,0.06630506948984649,-0.9584885620780356,-0.8481998936555205,-1.8491252887171803,-1.0755212275120003,-0.7499299275047904,0.945090795738377,0.8218482322118982,0
0.7399392983301332,-1.5603567971094368,0.7217767249241712,-0.14066334871452105,1.8938247949886597,0.36477368973058083,0.5167649312432977,0.775357137161249,0.8594553207864545,0.5474227810031084,-1.0167498681065443,-0.2861038704633684,-1.4885716748469533,-0.18054603165883668,1.190830867626795,1.112470707929654,0
0.9286635546176171,-1.3548733584946178,0.9171071250280771,0.02020216698499818,1.8809622989407235,0.2612187521091897,1.1386824707469714,0.9448470438069748,1.0228088464877378,1.1007490987649495,-1.1171389737685835,0.14888624639624667,-1.4100282982784333,-0.08735658607574792,0.9567927039235398,-0.05001919494136991,0
0.9294598594964681,-0.5113765271436437,0.9166957175357563,0.03963232489535373,1.7008873542705316,0.04929236813983561,0.850969806209519,0.9082005775051961,1.0289100022669437,0.9168174885706583,-1.1664074278388827,0.16378070996858465,-1.3368008862830776,-0.08838130831049056,1.120619418515818,0.5312257564941422,0
