TOV_POS,TT100,TT101,TT102,TT103,TT104,TT105,TT106,TT108,TT109,TT110,TT112,TT119,TT120,TT121,TT122,TT123,TT124,TT125,TT126,TT210,TT212,GEN_POT_ATT_KW,GEN_TENSIONE,CPT104,CPT105,DPT113,IC113,ST102,XT101,TT127,TT128,TT129,TT130,FCV134,TOVSPOS,TOFS,XT100,PT212,Fault
99.847,294.134,255.221,282.828,59.282,91.931,30.851,269.184,256.645,202.022,235.2,94.23,135.402,64.362,67.23,79.908,64.447,67.445,64.694,46.199,56.796,68.129,771.545,668.075,9.542,0.327,2810.903,873.18,3005.642,0.076,125.616,250.78,224.495,169.992,100.0,99.024,1000.0,0.625,318.655,0
99.633,294.367,255.463,283.025,60.122,91.95,24.407,269.488,256.795,202.31,235.415,94.387,135.571,58.854,63.156,77.103,59.047,62.326,59.606,48.544,51.244,62.958,772.781,677.656,9.573,0.327,2805.519,878.181,3005.989,0.075,126.085,250.82,224.995,168.181,100.0,98.862,1000.0,0.682,319.097,0
99.789,289.578,252.227,278.885,60.013,90.05,26.26,265.697,253.387,199.193,231.621,92.478,133.249,59.887,65.103,78.845,60.687,63.887,61.13,47.384,52.532,63.588,721.73,671.596,9.071,0.316,2805.635,836.81,3004.544,0.077,126.624,247.02,223.219,167.995,100.0,99.001,1000.0,0.709,320.067,0
99.88,286.664,250.142,276.307,59.685,86.284,26.243,263.261,251.196,196.397,229.176,89.817,130.416,59.074,64.269,77.624,59.818,62.988,60.295,46.499,51.169,62.297,724.983,663.288,8.815,0.288,2799.644,821.327,3004.84,0.075,125.268,242.023,219.668,166.263,100.0,99.065,1000.0,0.708,317.533,0
99.829,291.667,253.309,280.624,60.183,89.463,24.696,267.262,254.697,199.75,232.951,92.607,133.37,58.893,63.695,77.145,59.032,62.276,59.592,46.899,50.968,62.601,752.158,668.101,9.273,0.314,2803.21,847.886,3005.178,0.075,125.434,247.559,222.512,167.627,100.0,98.991,1000.0,0.714,318.486,0
99.851,293.74,254.4,282.4,59.85,88.162,23.616,268.936,256.006,200.072,234.212,92.033,132.796,57.502,62.213,75.474,57.337,60.589,57.967,46.779,49.233,61.434,790.292,663.051,9.465,0.304,2802.267,858.807,3006.063,0.072,123.573,247.275,221.062,167.675,100.0,99.038,1000.0,0.716,316.547,0
99.862,294.191,254.839,282.776,60.207,89.186,23.235,269.387,256.395,200.926,234.769,93.048,133.898,57.49,62.087,75.513,57.11,60.375,57.755,45.898,49.262,61.675,784.667,662.154,9.51,0.313,2808.845,862.471,3006.014,0.073,124.349,249.183,222.613,168.157,100.0,99.002,1000.0,0.712,317.225,0
99.819,291.155,253.088,280.207,60.098,89.546,27.035,266.839,254.361,199.78,232.661,92.66,133.627,61.334,65.701,79.371,61.836,65.013,62.323,46.735,54.016,65.199,744.35,667.321,9.233,0.316,2797.785,846.242,3004.767,0.077,126.037,247.645,222.966,168.684,100.0,98.978,1000.0,0.672,319.408,0
99.753,289.274,251.769,278.64,59.481,87.048,24.071,265.483,253.074,197.702,231.074,90.444,131.185,58.263,63.034,76.573,58.45,61.58,58.883,46.901,50.105,61.661,749.486,674.622,9.045,0.293,2801.816,834.894,3005.301,0.071,124.386,243.672,219.95,164.127,100.0,98.992,1000.0,0.69,317.501,0
99.816,282.599,247.534,272.841,58.16,84.065,22.969,260.062,248.434,193.472,226.056,87.301,127.673,56.201,62.28,75.913,56.703,59.864,57.17,48.349,48.563,59.24,703.981,670.132,8.441,0.267,2802.819,800.505,3005.513,0.072,124.919,237.946,217.649,162.042,100.0,99.022,1000.0,0.658,316.545,0
99.818,286.702,250.219,276.41,58.947,86.894,25.519,263.451,251.325,196.523,229.291,89.905,130.571,59.177,64.039,77.368,59.173,62.328,59.627,48.764,51.606,62.64,723.938,667.714,8.821,0.29,2803.148,822.588,3005.308,0.074,125.261,242.683,220.159,165.037,100.0,99.027,1000.0,0.647,317.135,0
99.8,287.276,250.479,276.894,58.421,86.192,24.321,263.838,251.68,196.443,229.511,89.348,129.906,58.034,63.224,76.775,58.313,61.454,58.766,49.044,50.382,61.618,737.469,669.786,8.865,0.285,2804.186,824.874,3005.457,0.073,124.563,242.71,219.906,164.142,100.0,99.007,1000.0,0.657,317.377,0
99.763,289.683,251.859,278.969,58.295,86.082,23.13,265.744,253.265,197.341,231.152,89.504,130.123,57.43,62.522,76.195,57.83,61.047,58.382,48.977,49.193,60.906,766.839,669.985,9.079,0.284,2803.289,836.906,3005.673,0.071,123.373,243.71,219.752,165.131,100.0,99.005,1000.0,0.667,316.915,0
99.736,281.697,246.684,272.043,57.053,81.074,20.167,259.2,247.651,191.576,224.996,84.817,124.873,53.429,60.111,73.753,53.06,56.235,53.587,44.247,45.035,55.948,720.089,672.364,8.336,0.246,2803.057,794.433,3005.444,0.067,123.073,235.092,215.381,158.859,100.0,98.981,1000.0,0.664,315.307,0
99.86,279.535,245.438,270.098,57.149,80.234,21.823,257.499,246.035,190.396,223.475,83.714,123.988,54.803,60.897,74.024,53.717,56.851,54.24,46.861,46.201,56.907,704.902,674.094,8.134,0.237,2804.24,782.645,3005.181,0.067,122.778,232.792,213.898,157.369,100.0,99.176,1000.0,0.611,314.132,0
99.836,283.863,248.168,273.798,58.235,83.445,24.25,260.937,249.109,193.539,226.756,86.675,127.169,57.615,62.661,75.598,56.884,60.02,57.377,54.727,49.219,60.319,726.246,672.373,8.548,0.262,2801.973,806.466,3005.85,0.07,123.177,237.639,216.431,161.766,100.0,99.131,1000.0,0.611,314.597,0
99.864,284.334,248.544,274.224,58.115,84.231,24.939,261.314,249.524,194.375,227.177,87.434,127.943,57.934,63.501,76.593,57.993,61.074,58.488,50.771,49.896,61.036,722.599,668.167,8.595,0.268,2801.832,808.717,3005.678,0.073,123.903,240.286,218.554,163.712,100.0,99.197,1000.0,0.63,315.356,0
99.838,283.623,248.144,273.628,58.265,84.311,24.281,260.847,249.037,194.195,226.839,87.516,128.119,57.514,63.266,76.459,57.759,60.893,58.267,49.53,49.376,60.54,712.971,671.49,8.53,0.269,2801.997,805.06,3004.485,0.073,124.331,239.86,218.467,163.658,100.0,99.167,1000.0,0.631,315.509,0
99.81,284.532,248.641,274.478,58.576,84.546,26.642,261.549,249.713,194.551,227.394,87.787,128.444,59.861,64.773,77.709,59.907,63.034,60.361,47.307,51.756,62.747,719.374,674.915,8.608,0.272,2802.109,810.282,3005.094,0.073,125.766,240.776,220.187,163.561,100.0,99.26,1000.0,0.615,315.793,0
99.931,273.068,241.84,264.572,59.127,83.103,25.851,252.545,241.575,188.673,219.891,86.106,126.804,57.77,64.626,78.279,57.536,60.561,57.835,45.267,50.448,60.21,597.409,665.267,7.587,0.261,2806.934,753.195,3004.13,0.075,128.549,227.873,212.574,159.986,100.0,99.406,1000.0,0.58,315.98,0
99.942,277.597,244.507,268.439,59.208,85.045,31.004,255.985,244.759,191.473,222.954,87.575,128.334,62.769,67.048,79.57,61.053,63.941,61.208,47.134,55.546,65.646,633.391,666.82,7.989,0.274,2804.441,776.219,3004.576,0.074,127.979,234.101,216.58,161.505,100.0,99.417,1000.0,0.555,315.45,0
99.812,282.388,247.13,272.578,57.68,80.988,26.035,259.712,248.081,192.187,225.532,84.97,125.348,59.303,64.022,77.228,58.58,61.636,58.928,44.597,51.588,62.163,723.499,670.586,8.386,0.248,2802.67,796.96,3004.833,0.072,123.399,236.414,216.45,161.736,100.0,99.326,1000.0,0.585,315.555,0
99.843,279.876,245.418,270.299,58.226,81.385,30.603,257.605,246.213,191.181,223.727,84.806,125.316,63.242,66.655,78.841,61.961,64.796,61.972,47.486,55.194,65.4,693.053,676.207,8.17,0.248,2802.469,784.679,3005.092,0.07,124.912,235.694,216.973,161.028,100.0,99.334,1000.0,0.547,314.936,0
99.868,280.892,246.134,271.22,55.835,82.214,26.986,258.479,246.977,191.922,224.483,84.741,125.406,60.218,64.577,77.246,59.422,62.452,59.703,51.649,51.639,62.298,707.261,666.757,8.259,0.247,2802.253,790.172,3004.632,0.069,124.529,238.36,218.742,160.972,100.0,99.357,1000.0,0.569,314.353,0
99.832,282.868,247.519,272.956,58.632,84.084,19.388,260.066,248.615,193.67,226.084,87.136,127.722,53.94,59.953,73.554,52.314,55.468,52.769,54.167,45.52,56.94,705.249,663.653,8.45,0.267,2800.388,801.073,3004.923,0.069,124.896,239.943,219.142,160.477,100.0,99.339,1000.0,0.622,313.512,0
99.815,282.646,247.184,272.81,58.359,81.519,21.712,260.022,248.448,193.06,225.792,85.448,126.023,55.644,61.561,74.54,54.862,58.033,55.299,46.476,47.535,58.743,725.072,664.518,8.431,0.251,2801.593,798.988,3005.441,0.071,122.984,239.83,218.309,161.322,100.0,99.325,1000.0,0.622,312.926,0
99.786,281.774,246.771,272.097,58.648,82.651,21.99,259.379,247.9,192.881,225.347,86.211,126.845,55.845,61.361,74.251,54.067,57.261,54.559,48.874,47.774,59.069,704.133,665.319,8.356,0.259,2804.871,795.45,3005.027,0.071,123.896,238.393,217.689,161.338,100.0,99.307,1000.0,0.617,312.382,0
99.774,297.323,255.801,285.135,59.508,87.828,24.538,271.726,258.171,201.103,236.598,92.224,133.453,59.503,63.215,76.14,60.087,63.397,60.77,52.951,51.31,64.243,834.708,660.902,9.798,0.304,2808.814,874.135,3006.994,0.073,120.956,248.803,219.378,170.66,100.0,99.316,1000.0,0.629,313.568,0
99.794,294.069,254.206,282.615,59.678,87.177,24.225,269.354,256.239,199.883,234.466,91.533,132.625,59.359,63.244,76.253,59.281,62.538,59.891,46.044,51.115,63.683,800.712,666.446,9.496,0.3,2808.712,861.278,3006.812,0.073,122.943,247.36,220.824,169.172,100.0,99.339,1000.0,0.641,313.615,0
99.723,293.954,254.159,282.533,59.353,87.112,22.584,269.245,256.176,199.803,234.415,91.377,132.449,57.968,62.196,75.254,57.943,61.203,58.551,46.43,49.457,62.328,801.536,675.137,9.487,0.298,2808.129,862.397,3006.15,0.071,122.611,247.413,220.757,168.676,100.0,99.277,1000.0,0.657,313.473,0
99.706,293.673,253.879,282.226,59.362,87.495,22.326,268.963,255.906,199.514,234.17,91.526,132.582,58.253,62.176,75.319,57.769,61.054,58.382,47.061,49.576,62.411,793.168,666.649,9.455,0.301,2800.907,857.131,3005.585,0.071,122.705,246.291,219.814,168.31,100.0,99.27,1000.0,0.661,313.746,0
99.766,288.603,250.756,277.914,58.785,84.701,19.214,264.84,252.487,196.284,230.327,88.825,129.551,54.747,59.841,73.284,53.573,56.849,54.2,48.705,45.886,58.42,759.018,664.287,8.97,0.278,2808.014,829.853,3005.557,0.068,123.01,242.334,218.719,164.811,100.0,99.304,1000.0,0.657,312.786,0
99.777,293.357,253.592,281.976,59.743,85.371,18.471,268.81,255.722,198.807,233.82,90.378,131.316,54.977,59.789,73.224,54.329,57.606,54.968,46.921,45.997,59.194,804.278,661.235,9.409,0.289,2801.797,853.264,3006.402,0.067,121.645,245.35,218.847,166.832,100.0,99.248,1000.0,0.684,313.435,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.732,290.578,251.775,279.362,60.106,86.38,22.989,265.513,253.36,197.103,231.17,90.31,130.642,57.127,62.225,75.391,55.758,58.941,56.163,49.345,50.839,61.903,763.945,671.006,9.116,0.29,2816.848,839.554,3006.162,0.07,123.249,244.954,220.067,161.024,100.0,99.212,1000.0,0.652,317.404,0
99.566,298.654,257.218,286.299,57.928,90.329,17.216,273.032,259.36,203.762,237.98,93.779,136.01,56.701,58.796,72.396,52.488,55.787,53.183,72.613,49.32,61.878,855.562,682.422,10.005,0.312,2824.576,905.855,3005.642,0.069,122.642,253.588,223.814,163.252,100.0,99.219,1000.0,0.671,317.535,0
99.719,293.976,254.312,282.562,60.035,88.385,16.234,269.184,256.16,200.222,234.476,92.437,133.498,53.908,58.166,71.91,51.305,54.482,51.829,47.477,46.545,58.845,784.786,671.977,9.474,0.309,2793.033,857.439,3006.474,0.068,122.637,247.603,219.96,160.807,100.0,99.243,1000.0,0.699,317.153,0
99.74,288.154,250.64,277.466,58.869,86.294,14.99,264.341,251.981,196.436,230.093,90.006,130.867,51.716,56.523,70.243,47.981,51.275,48.538,51.878,44.381,56.063,738.895,666.681,8.924,0.289,2804.552,828.813,3006.02,0.07,123.416,241.485,217.481,160.656,100.0,99.335,1000.0,0.676,315.952,0
99.769,294.406,253.954,282.819,58.914,83.387,19.428,269.384,256.234,198.578,234.177,88.606,129.96,56.036,60.042,73.176,54.77,58.088,55.394,50.37,48.329,60.417,840.908,662.446,9.499,0.272,2802.562,859.622,3006.873,0.069,119.172,245.515,217.607,165.395,100.0,99.354,1000.0,0.665,316.192,0
99.724,295.301,254.439,283.505,59.489,85.524,21.999,270.291,256.832,199.598,235.126,90.448,131.813,58.056,61.055,73.958,56.064,59.388,56.698,49.928,50.652,63.067,825.448,660.527,9.578,0.289,2805.199,859.557,3007.106,0.071,120.538,246.938,218.439,166.05,100.0,99.317,1000.0,0.655,316.332,0
99.753,289.49,250.509,277.857,58.678,86.812,26.574,264.725,252.983,195.699,229.301,89.66,130.153,61.873,64.027,76.911,60.278,62.773,59.909,52.738,55.289,66.228,780.431,668.862,9.247,0.288,2803.906,845.392,3005.627,0.071,120.728,241.783,215.674,162.156,100.0,99.044,1000.0,0.584,317.548,0
99.834,289.97,250.388,278.003,59.264,84.813,21.588,265.125,253.444,195.319,229.291,88.96,129.216,57.946,60.695,73.635,56.107,58.857,56.041,52.001,50.51,62.075,805.297,660.929,9.345,0.28,2799.931,848.425,3006.798,0.067,120.754,241.624,216.072,165.101,100.0,99.261,1000.0,0.631,316.821,0
99.781,295.641,253.574,282.705,58.244,86.845,26.487,269.491,257.099,198.695,233.951,90.314,131.849,62.294,64.275,76.905,63.026,65.765,62.884,48.241,55.867,67.36,864.333,665.74,9.92,0.293,2796.182,876.679,3007.303,0.071,118.539,245.363,214.867,168.292,100.0,99.253,1000.0,0.589,317.524,0
99.728,291.843,251.224,279.658,57.598,82.271,23.092,266.798,254.57,195.399,230.868,86.87,127.875,59.202,61.87,74.49,59.387,62.18,59.348,46.738,52.102,63.656,858.966,674.075,9.536,0.261,2796.962,855.609,3006.538,0.066,117.666,239.124,212.219,164.999,100.0,99.219,1000.0,0.593,317.408,0
99.759,293.743,252.405,281.122,57.616,86.44,21.052,268.029,255.79,197.506,232.385,89.472,130.663,57.452,60.569,73.316,56.94,59.875,57.06,59.711,50.339,62.313,848.691,665.897,9.73,0.286,2792.9,866.379,3006.761,0.067,118.558,244.306,214.736,165.535,100.0,99.215,1000.0,0.618,315.827,0
99.662,297.01,254.126,283.704,56.4,86.634,20.618,270.57,257.958,198.961,234.802,89.925,131.666,57.415,60.346,72.925,57.452,60.354,57.569,56.398,50.353,62.683,890.617,670.606,10.061,0.288,2795.675,883.662,3008.282,0.068,117.7,245.249,214.064,159.738,100.0,99.172,1000.0,0.633,316.18,0
99.673,298.199,254.744,284.674,56.49,87.068,22.777,271.495,258.759,199.233,235.803,90.427,132.405,59.52,61.743,73.996,59.459,62.503,59.721,55.679,52.585,64.906,901.717,676.92,10.185,0.293,2798.295,890.542,3007.707,0.07,116.979,242.774,211.337,161.318,100.0,99.192,1000.0,0.625,314.951,0
99.728,298.189,254.841,284.676,56.997,88.112,21.103,271.513,258.789,199.744,235.9,91.307,133.255,58.439,60.796,73.373,58.182,61.179,58.376,52.244,51.778,64.193,888.659,668.218,10.188,0.301,2795.631,890.588,3007.524,0.069,117.757,244.361,212.559,162.415,100.0,99.208,1000.0,0.633,316.225,0
99.77,297.512,254.292,284.06,56.088,87.237,19.537,271.021,258.308,198.9,235.21,90.269,132.146,57.003,59.691,72.243,56.671,59.621,56.837,61.404,50.024,62.562,894.978,671.592,10.128,0.291,2795.686,887.443,3007.467,0.069,117.019,243.152,211.727,161.837,100.0,99.279,1000.0,0.638,315.176,0
99.741,297.637,254.466,284.224,56.081,87.689,19.188,271.046,258.413,199.177,235.398,90.724,132.566,56.658,59.297,71.972,56.072,59.029,56.251,54.413,49.766,62.408,888.795,674.998,10.127,0.296,2797.457,887.281,3007.201,0.069,117.444,243.53,212.135,159.854,100.0,99.26,1000.0,0.633,315.473,0
99.724,297.606,254.642,284.188,56.039,88.832,20.011,271.083,258.537,199.879,235.581,91.816,133.525,57.826,59.872,72.502,56.849,59.679,56.852,50.455,51.554,63.638,874.938,675.584,10.118,0.305,2802.643,889.649,3007.295,0.071,118.897,245.77,214.632,161.89,100.0,99.198,1000.0,0.65,314.587,0
99.836,296.835,254.132,283.43,54.178,89.668,19.488,270.475,258.038,199.421,234.965,92.034,133.419,57.238,59.518,72.258,55.846,58.789,56.013,56.415,51.678,63.174,863.907,664.342,10.047,0.306,2804.823,887.348,3007.47,0.07,119.443,244.944,214.782,163.267,100.0,99.274,1000.0,0.647,314.186,0
99.843,299.671,255.628,285.507,51.837,91.36,19.278,272.775,259.873,200.858,237.033,93.401,134.926,57.485,59.19,71.884,56.101,58.786,56.036,49.999,52.278,64.098,887.506,665.147,10.343,0.318,2803.046,902.985,3007.619,0.074,119.145,245.956,214.341,161.632,100.0,99.316,1000.0,0.658,314.797,0
99.902,302.295,256.752,287.292,52.562,90.938,24.059,274.843,261.563,202.043,239.362,93.504,136.169,62.253,63.216,75.633,63.156,66.29,63.515,47.718,55.741,68.188,924.503,666.312,10.642,0.32,2804.88,917.856,3007.906,0.077,118.316,246.022,213.145,169.329,100.0,99.406,1000.0,0.603,315.114,0
99.879,301.003,256.231,286.506,52.605,91.185,23.477,274.022,260.97,201.282,238.449,93.533,135.845,61.642,62.573,75.061,61.694,64.502,61.643,48.122,55.887,68.018,905.04,666.139,10.5,0.32,2806.999,908.705,3008.529,0.076,118.857,243.313,211.821,169.685,100.0,99.398,1000.0,0.627,314.747,0
99.894,300.283,255.852,286.003,52.737,91.094,20.847,273.443,260.505,200.786,237.834,93.49,135.539,59.745,61.079,73.813,59.444,62.398,59.518,48.509,53.635,65.826,893.261,668.396,10.415,0.32,2809.484,904.271,3007.713,0.078,119.023,242.41,211.523,170.802,100.0,99.409,1000.0,0.639,314.48,0
99.857,297.764,254.422,284.047,53.548,89.997,19.322,271.681,258.845,199.071,235.82,92.163,133.969,58.194,59.862,72.671,57.242,60.154,57.325,63.314,52.11,64.091,878.386,669.107,10.177,0.308,2801.21,892.239,3007.334,0.076,118.697,239.674,210.477,169.279,100.0,99.399,1000.0,0.671,314.622,0
99.85,299.881,255.472,285.552,52.774,90.947,22.893,273.276,260.173,200.327,237.425,93.115,135.129,61.241,62.2,74.857,61.231,63.935,61.06,68.422,55.721,67.75,898.675,668.083,10.409,0.316,2801.832,905.218,3007.694,0.076,118.554,241.803,211.095,169.251,100.0,99.4,1000.0,0.628,315.368,0
99.88,296.502,253.79,283.111,54.858,89.493,18.643,270.79,258.032,198.55,234.962,92.054,133.715,57.967,59.631,72.674,56.381,59.312,56.486,63.906,51.892,63.678,861.292,667.935,10.05,0.307,2797.829,885.824,3007.722,0.074,119.094,239.106,210.564,169.01,100.0,99.428,1000.0,0.668,314.673,0
99.848,300.734,256.004,286.267,51.373,91.352,22.731,273.735,260.68,200.997,238.099,93.385,135.513,61.026,62.179,74.703,61.155,63.991,61.115,55.946,55.49,67.613,905.219,666.452,10.477,0.318,2805.349,908.904,3008.12,0.076,118.738,243.452,212.051,171.059,100.0,99.387,1000.0,0.634,314.714,0
99.877,300.83,255.972,286.311,51.914,91.188,23.548,273.796,260.708,200.836,238.175,93.282,135.507,61.795,62.695,75.184,61.95,64.754,61.874,60.47,56.067,68.276,906.835,667.412,10.487,0.318,2807.829,908.659,3007.479,0.076,118.461,242.616,211.265,170.975,100.0,99.401,1000.0,0.63,314.365,0
99.873,301.613,256.471,287.009,51.98,91.29,25.258,274.379,261.205,201.309,238.852,93.538,135.951,63.262,63.754,76.054,63.623,66.414,63.538,48.806,57.439,69.769,911.674,665.756,10.556,0.321,2806.904,912.07,3007.339,0.076,118.499,242.685,211.096,171.783,100.0,99.399,1000.0,0.645,314.436,0
99.894,297.656,254.125,284.016,51.822,89.641,22.527,271.315,258.476,198.04,235.337,91.395,132.874,60.144,61.882,74.145,59.492,62.162,59.346,70.129,54.367,66.016,888.474,663.844,10.155,0.299,2804.087,892.717,3007.907,0.072,118.643,238.152,210.265,165.202,100.0,99.363,1000.0,0.617,314.051,0
99.858,296.889,253.846,283.413,57.148,89.775,23.041,270.871,258.125,198.272,235.025,92.538,133.888,60.924,62.185,74.251,59.218,61.751,58.884,62.813,55.428,67.025,860.115,667.577,10.089,0.313,2799.543,888.636,3007.494,0.073,120.347,237.441,210.689,163.501,100.0,99.336,1000.0,0.639,313.981,0
99.854,299.043,254.855,285.048,51.929,90.159,19.127,272.403,259.432,199.014,236.497,92.377,133.809,57.897,59.37,71.631,56.017,58.69,55.864,62.093,52.053,64.031,896.277,666.531,10.299,0.307,2803.776,899.201,3007.878,0.076,119.129,239.097,210.804,161.22,100.0,99.34,1000.0,0.662,313.556,0
99.86,299.709,255.363,285.673,51.857,90.929,21.6,272.824,259.87,199.842,237.154,92.982,134.656,60.061,61.049,73.162,58.283,60.927,58.105,58.222,54.514,66.526,892.555,663.439,10.351,0.315,2804.861,902.063,3007.557,0.075,119.757,240.974,212.148,163.53,100.0,99.333,1000.0,0.653,313.872,0
99.865,296.392,253.283,282.915,51.339,89.24,16.754,270.456,257.525,196.986,234.128,90.311,131.652,55.546,58.248,71.285,54.003,57.184,54.518,68.34,49.63,61.383,886.038,665.953,10.046,0.29,2801.779,887.466,3007.713,0.074,118.587,237.177,210.33,161.4,100.0,99.333,1000.0,0.635,313.052,0
99.904,299.465,254.84,285.091,51.373,90.298,16.687,272.836,259.569,198.917,236.623,91.823,133.553,55.778,58.303,71.074,55.055,58.427,55.724,69.932,50.003,62.279,912.515,667.369,10.369,0.302,2804.406,901.771,3008.073,0.078,118.396,239.897,210.837,162.847,100.0,99.421,1000.0,0.682,311.438,0
99.95,297.869,254.256,283.837,51.26,91.09,16.911,271.197,258.193,198.604,235.508,92.662,134.084,55.923,58.228,71.157,54.236,57.496,54.782,70.401,50.401,62.401,875.698,669.0,10.179,0.311,2803.354,892.423,3007.802,0.079,120.363,240.169,212.026,161.093,100.0,99.387,1000.0,0.662,312.104,0
99.907,299.869,255.495,285.54,51.067,91.149,21.741,273.147,259.769,199.808,237.12,92.488,134.488,60.176,60.723,73.122,58.677,61.321,58.515,70.996,54.543,66.584,903.618,665.126,10.38,0.31,2804.257,905.042,3007.779,0.074,119.319,241.768,212.58,164.28,100.0,99.374,1000.0,0.656,313.193,0
99.859,298.844,255.085,284.846,52.235,90.962,22.803,272.395,259.205,199.609,236.505,92.994,134.693,61.45,61.759,74.237,60.068,62.593,59.718,70.924,55.808,67.742,882.629,666.822,10.274,0.315,2802.525,899.233,3007.634,0.073,120.194,241.472,213.024,167.734,100.0,99.347,1000.0,0.642,313.664,0
99.898,300.492,256.105,286.192,51.304,91.442,23.368,273.471,260.261,200.859,237.885,93.541,135.624,62.216,62.052,74.462,60.633,63.174,60.312,53.494,56.489,68.717,893.938,662.917,10.417,0.32,2804.306,907.119,3007.67,0.075,120.38,243.987,214.281,168.515,100.0,99.368,1000.0,0.641,313.146,0
99.932,288.955,250.002,277.42,51.731,88.09,24.442,264.102,252.485,193.993,228.978,89.664,130.529,60.853,62.328,75.104,57.495,59.832,56.95,47.855,54.434,65.711,771.718,665.496,9.204,0.29,2801.856,842.148,3005.765,0.069,121.221,232.9,209.958,161.724,100.0,99.453,1000.0,0.568,312.78,0
99.902,300.195,255.952,286.151,51.858,91.502,23.021,273.256,260.238,200.922,237.701,93.579,135.914,61.383,62.162,74.605,60.405,63.23,60.373,52.457,53.705,66.889,887.659,664.083,10.391,0.322,2800.431,905.228,3007.46,0.074,119.372,244.315,213.143,170.688,100.0,99.43,1000.0,0.618,312.856,0
99.891,301.3,256.53,287.002,51.647,91.311,22.428,274.146,260.986,201.41,238.574,93.703,136.215,61.168,61.687,73.955,59.688,62.577,59.751,48.228,53.302,66.756,901.947,667.559,10.498,0.322,2803.963,909.548,3008.351,0.077,119.026,244.546,212.722,171.07,100.0,99.425,1000.0,0.621,312.824,0
99.896,300.806,256.292,286.67,51.775,91.131,23.291,273.786,260.676,201.071,238.216,93.514,136.044,61.837,62.265,74.507,60.547,63.402,60.545,48.1,54.146,67.44,896.901,666.044,10.446,0.32,2810.038,908.386,3008.4,0.076,118.989,243.614,212.395,171.358,100.0,99.429,1000.0,0.622,312.711,0
99.884,301.44,256.142,286.742,51.023,90.772,18.33,274.368,260.981,200.799,238.442,92.608,135.244,58.158,59.115,71.672,56.604,59.603,56.832,65.878,49.257,63.422,918.563,664.221,10.513,0.311,2813.634,903.115,3007.982,0.081,117.578,243.872,211.224,170.734,100.0,99.405,1000.0,0.665,312.76,0
99.904,300.246,255.729,285.923,51.553,90.752,24.501,273.24,260.058,200.291,237.594,92.928,135.306,62.776,63.166,75.29,61.938,64.818,61.956,64.021,55.047,68.06,900.359,666.379,10.412,0.315,2803.105,906.737,3007.961,0.075,118.457,242.57,211.543,170.954,100.0,99.458,1000.0,0.611,312.525,0
99.915,300.55,256.105,286.368,51.425,90.971,23.045,273.443,260.331,200.729,237.9,93.255,135.701,61.786,62.19,74.477,60.271,63.239,60.398,47.991,53.848,67.125,893.942,663.057,10.408,0.319,2805.566,905.656,3007.973,0.076,118.797,243.433,212.261,171.09,100.0,99.457,1000.0,0.614,312.47,0
99.911,292.317,251.395,279.995,53.185,84.455,16.82,267.159,254.964,194.715,231.085,86.901,128.853,56.068,57.523,70.525,51.133,54.056,51.35,57.768,47.261,60.106,860.016,662.568,9.564,0.262,2809.033,862.364,3007.722,0.068,116.878,234.405,208.623,165.565,100.0,99.508,1000.0,0.641,311.762,0
99.838,293.696,252.662,281.365,51.595,91.016,17.343,267.829,255.825,196.962,232.512,92.224,133.178,55.838,58.63,71.413,52.383,55.256,52.451,58.46,48.03,61.101,806.243,668.392,9.678,0.311,2803.688,868.479,3006.859,0.073,122.129,238.955,213.942,164.714,100.0,99.348,1000.0,0.629,311.847,0
99.904,296.504,254.087,283.547,52.148,91.146,19.728,270.443,257.917,198.865,234.964,93.15,134.608,58.568,60.03,72.291,55.558,58.383,55.575,54.448,51.018,64.188,840.899,665.028,9.998,0.318,2804.032,885.525,3007.334,0.073,121.57,241.559,214.425,166.6,100.0,99.433,1000.0,0.617,310.269,0
99.939,268.89,239.602,260.951,53.553,87.099,10.735,251.856,239.936,190.809,219.635,87.865,130.536,50.943,54.369,67.384,44.968,47.81,44.948,46.793,43.198,55.052,567.295,667.813,7.491,0.279,2814.216,745.57,3004.655,0.07,132.161,232.356,215.808,158.523,100.0,99.547,1000.0,0.605,309.818,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
