TOV_POS,TT100,TT101,TT102,TT103,TT104,TT105,TT106,TT108,TT109,TT110,TT112,TT119,TT120,TT121,TT122,TT123,TT124,TT125,TT126,TT210,TT212,GEN_POT_ATT_KW,GEN_TENSIONE,CPT104,CPT105,DPT113,IC113,ST102,XT101,TT127,TT128,TT129,TT130,FCV134,TOVSPOS,TOFS,XT100,PT212,Fault
99.593,272.588,242.976,260.535,54.458,92.871,15.607,252.479,247.009,196.845,218.298,93.498,120.205,52.859,56.509,69.642,45.763,49.007,46.491,57.731,49.645,55.142,667.764,665.234,7.616,0.199,2799.74,758.25,3005.215,0.069,141.984,234.397,222.344,176.678,100.0,99.562,1000.0,0.484,333.151,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.648,295.577,255.721,281.095,53.389,91.24,20.387,272.758,259.808,202.757,237.419,92.166,128.965,57.488,59.62,70.817,55.114,58.365,55.75,52.512,51.474,58.598,817.122,668.537,9.184,0.222,2800.182,843.556,3006.541,0.074,125.29,242.995,219.182,170.566,100.0,99.429,1000.0,0.475,330.366,0
99.497,270.027,242.151,258.979,55.994,93.956,20.268,250.207,244.897,196.298,216.778,95.707,122.408,55.229,60.019,71.028,49.076,52.234,49.704,54.048,51.81,57.561,604.023,672.352,7.35,0.218,2799.704,743.531,3004.348,0.071,141.333,233.458,221.085,180.866,99.934,99.415,1000.0,0.452,331.372,0
99.57,272.1,243.114,260.522,56.463,92.625,17.797,251.974,246.546,196.105,217.975,93.969,120.745,53.279,57.958,69.379,47.33,50.576,48.056,55.612,49.804,55.474,653.326,670.133,7.558,0.203,2799.889,754.603,3005.39,0.069,138.432,232.224,219.176,180.664,100.0,99.481,1000.0,0.475,333.338,0
99.504,271.766,243.112,260.198,56.504,93.81,18.593,251.749,246.355,196.704,217.855,94.589,121.636,54.29,58.176,69.685,47.296,50.557,48.031,57.615,51.177,56.608,641.596,668.493,7.527,0.208,2799.735,753.099,3004.865,0.07,139.767,235.06,221.814,180.472,100.0,99.485,1000.0,0.494,334.535,0
99.571,272.181,243.003,260.459,54.874,91.314,12.675,251.913,246.59,195.288,217.719,92.455,119.108,49.616,54.316,67.288,42.842,46.095,43.613,55.786,46.908,52.335,671.64,668.104,7.561,0.193,2799.473,754.359,3005.475,0.069,137.137,231.298,218.137,178.895,100.0,99.523,1000.0,0.488,332.621,0
99.512,272.061,243.117,260.378,55.277,92.814,18.476,251.902,246.549,196.173,217.866,93.571,120.585,54.301,58.112,70.092,48.06,51.309,48.758,56.416,51.625,56.902,656.845,668.613,7.555,0.201,2799.115,754.323,3005.034,0.069,138.712,234.256,220.911,180.269,100.0,99.482,1000.0,0.5,334.481,0
99.524,271.93,242.987,260.354,55.381,91.742,21.651,251.747,246.397,195.281,217.75,92.698,119.363,56.192,59.168,70.167,49.012,52.39,49.899,55.038,52.982,58.198,664.884,668.685,7.539,0.195,2800.148,753.283,3005.2,0.072,137.459,231.511,218.493,179.839,100.0,99.465,1000.0,0.538,335.018,0
99.501,271.638,242.607,260.094,55.551,90.565,19.209,251.381,246.073,194.561,217.277,91.662,118.214,54.574,58.112,69.585,47.783,51.116,48.643,52.903,51.454,56.64,672.605,669.484,7.509,0.188,2799.551,751.15,3005.52,0.07,136.739,230.263,217.355,179.318,100.0,99.449,1000.0,0.509,334.695,0
99.506,270.552,241.522,259.314,51.772,86.364,15.856,250.171,245.034,191.642,215.636,87.621,113.957,51.931,56.926,68.943,47.072,50.412,47.922,49.155,48.734,53.772,697.39,671.508,7.382,0.162,2799.276,742.655,3005.491,0.069,133.423,224.487,212.268,177.162,100.0,99.426,1000.0,0.474,333.258,0
99.483,272.129,242.644,260.648,53.042,88.165,16.043,251.553,246.349,193.156,217.203,89.229,115.38,52.553,57.105,69.118,47.682,51.043,48.538,50.897,49.328,54.688,703.206,671.11,7.532,0.171,2799.664,751.934,3005.338,0.067,133.931,226.721,213.906,178.42,100.0,99.46,1000.0,0.497,333.474,0
99.518,270.957,241.997,259.687,51.998,88.979,14.63,250.586,245.428,192.928,216.405,89.587,116.02,51.649,56.921,69.391,47.747,51.064,48.498,50.487,48.831,54.164,681.937,672.411,7.424,0.175,2799.88,745.585,3005.133,0.066,135.085,227.095,214.562,178.042,100.0,99.485,1000.0,0.48,333.174,0
99.556,271.063,242.201,259.822,52.212,89.484,16.335,250.638,245.478,193.499,216.512,89.984,116.421,52.705,57.555,69.901,48.311,51.547,48.95,51.35,49.854,55.184,677.254,666.301,7.426,0.178,2800.034,746.162,3005.732,0.066,135.892,229.571,216.787,178.164,100.0,99.525,1000.0,0.496,333.693,0
99.62,271.177,242.235,259.965,51.863,88.887,17.665,250.712,245.552,193.134,216.556,89.502,115.857,53.819,57.863,70.445,49.182,52.139,49.454,51.041,51.816,56.848,684.645,666.204,7.435,0.174,2799.97,746.706,3005.772,0.067,135.07,227.612,214.985,177.262,100.0,99.523,1000.0,0.483,334.425,0
99.512,271.736,242.422,260.419,53.826,87.874,14.057,251.152,245.963,192.793,216.87,89.134,115.405,50.832,55.703,68.683,45.977,49.102,46.49,51.289,48.755,54.004,695.847,667.69,7.487,0.172,2799.998,749.559,3006.2,0.065,133.91,225.678,213.051,177.201,100.0,99.469,1000.0,0.476,333.374,0
99.564,271.752,242.415,260.442,52.222,87.789,12.317,251.111,245.922,192.909,216.764,88.619,114.963,49.705,54.813,67.719,44.332,47.569,45.046,50.12,47.489,52.618,700.516,670.78,7.483,0.169,2799.988,749.065,3005.583,0.067,134.007,228.008,215.021,176.779,100.0,99.455,1000.0,0.464,332.922,0
99.605,273.928,243.859,262.147,54.009,91.24,12.925,253.149,247.735,195.182,218.787,91.698,118.278,50.656,55.168,67.809,44.615,47.838,45.331,55.942,48.48,53.87,700.124,665.896,7.722,0.189,2800.266,763.472,3006.051,0.065,135.196,231.038,217.039,179.118,100.0,99.534,1000.0,0.495,332.631,0
99.6,270.45,241.755,259.149,54.352,91.211,13.64,250.288,244.917,194.015,216.469,91.456,118.053,50.597,55.558,68.191,44.334,47.503,44.993,54.219,48.437,53.62,656.924,665.295,7.406,0.189,2799.974,744.749,3005.488,0.066,137.677,232.073,218.723,177.862,100.0,99.54,1000.0,0.476,333.042,0
99.618,267.873,240.079,257.04,53.346,89.383,14.021,248.153,242.835,190.835,214.379,89.199,115.511,50.756,55.843,68.42,44.938,48.134,45.617,58.703,48.61,53.425,645.514,669.083,7.153,0.174,2800.035,729.611,3005.327,0.066,136.044,226.153,213.974,175.904,100.0,99.543,1000.0,0.474,332.724,0
99.527,273.876,243.857,262.07,54.275,91.249,16.532,253.194,247.629,194.562,218.82,91.775,118.727,53.568,57.072,69.464,47.835,51.036,48.484,56.517,51.277,56.741,698.923,666.398,7.723,0.19,2799.416,763.428,3005.273,0.067,134.307,231.061,216.54,179.352,100.0,99.52,1000.0,0.504,333.725,0
99.488,274.397,244.191,262.553,55.117,91.892,15.341,253.563,247.973,195.136,219.303,92.424,119.42,52.966,56.838,69.665,47.553,50.726,48.167,56.301,50.535,56.325,697.635,668.329,7.768,0.195,2799.221,766.173,3005.563,0.066,135.303,231.019,216.818,179.957,100.0,99.471,1000.0,0.504,334.005,0
99.52,273.669,243.662,261.971,53.735,90.545,14.652,252.738,247.227,194.726,218.484,91.152,117.878,52.133,56.412,69.538,46.935,50.16,47.633,52.868,49.608,55.245,699.139,670.852,7.68,0.186,2799.044,760.821,3005.225,0.064,133.609,229.587,215.205,178.832,100.0,99.487,1000.0,0.512,333.825,0
99.605,274.014,244.056,262.339,53.661,91.537,14.756,253.055,247.519,195.433,218.891,91.915,118.911,52.34,56.461,69.51,46.675,49.911,47.408,55.289,49.911,55.502,693.65,668.99,7.708,0.192,2799.44,762.683,3005.342,0.064,133.297,230.961,215.877,179.388,100.0,99.531,1000.0,0.517,333.591,0
99.564,275.415,244.982,263.485,54.428,92.532,14.031,254.277,248.628,196.665,220.021,92.939,120.271,52.276,56.038,69.176,46.148,49.379,46.879,56.254,49.846,55.571,700.855,667.291,7.845,0.199,2800.296,770.83,3005.254,0.064,133.316,233.591,217.59,180.378,100.0,99.544,1000.0,0.522,333.526,0
99.613,275.388,244.927,263.429,54.277,92.239,14.789,254.302,248.627,196.476,219.932,92.535,119.82,52.968,56.463,69.531,47.15,50.353,47.808,56.067,51.01,56.528,705.879,669.107,7.848,0.196,2799.898,770.868,3006.045,0.064,132.945,233.547,217.419,180.206,100.0,99.518,1000.0,0.528,333.601,0
99.651,275.621,245.041,263.669,55.028,91.615,15.417,254.366,248.775,196.18,219.996,92.224,119.408,53.207,56.736,69.846,47.805,50.909,48.319,54.465,51.321,57.022,711.476,669.91,7.86,0.194,2799.981,771.473,3005.944,0.064,132.361,231.859,216.009,180.036,100.0,99.542,1000.0,0.525,333.941,0
99.652,275.677,245.046,263.741,52.995,91.862,14.653,254.373,248.744,196.201,219.988,91.977,119.157,52.692,56.422,69.544,47.002,50.25,47.729,54.474,50.414,56.073,713.941,667.72,7.866,0.192,2800.332,771.594,3005.455,0.064,132.297,232.875,216.805,180.104,100.0,99.575,1000.0,0.53,333.947,0
99.749,274.184,244.185,262.546,52.582,91.441,14.161,252.973,247.455,195.221,218.846,91.419,118.338,51.936,55.98,69.189,45.926,49.16,46.635,54.377,49.851,55.288,697.946,668.405,7.708,0.189,2799.843,762.408,3005.41,0.064,132.695,231.052,215.762,179.337,100.0,99.603,1000.0,0.521,333.323,0
99.688,279.299,247.056,266.536,53.755,92.88,12.361,257.414,251.522,198.068,222.643,93.341,120.982,51.15,54.601,67.447,45.226,48.581,46.114,57.403,48.805,54.864,751.149,668.675,8.24,0.202,2800.032,792.822,3006.202,0.064,131.153,235.382,217.439,182.262,100.0,99.606,1000.0,0.53,332.633,0
99.654,287.661,251.076,272.604,53.902,93.227,15.352,265.247,258.031,202.194,228.857,94.786,123.798,54.25,56.447,68.047,51.025,54.68,52.24,58.446,51.028,58.216,870.609,666.432,9.179,0.209,2799.822,844.383,3007.79,0.066,127.462,243.387,219.64,187.062,100.0,99.601,1000.0,0.509,332.593,0
99.567,293.911,253.845,277.017,55.06,92.717,16.391,271.495,261.924,204.646,234.16,95.361,126.105,55.977,57.594,68.596,55.816,59.668,57.275,58.635,52.232,60.34,967.653,664.288,9.891,0.212,2800.249,882.279,3008.8,0.069,124.243,243.21,215.912,190.429,100.0,99.53,1000.0,0.476,333.109,0
99.606,287.729,250.641,272.376,54.573,91.173,15.49,265.76,257.588,200.774,229.313,93.353,122.857,54.365,56.85,67.944,52.531,56.254,53.863,56.937,51.08,58.327,893.8,667.416,9.214,0.199,2800.008,844.92,3007.315,0.066,125.981,235.04,212.928,186.891,100.0,99.498,1000.0,0.505,332.97,0
99.531,292.31,252.989,275.792,54.409,92.421,15.996,270.002,261.104,203.295,232.939,94.588,125.098,55.728,57.598,68.651,55.137,58.945,56.586,58.292,52.119,59.963,951.559,662.736,9.71,0.207,2800.243,872.301,3008.389,0.065,123.43,239.082,213.043,189.304,100.0,99.499,1000.0,0.494,332.935,0
99.502,292.952,253.112,276.203,53.48,91.3,15.929,270.899,261.366,203.156,233.519,93.87,125.165,56.226,57.721,68.816,56.544,60.386,58.085,57.488,52.527,60.56,972.274,666.868,9.793,0.202,2799.982,876.23,3008.736,0.067,122.328,238.11,211.667,189.463,100.0,99.481,1000.0,0.49,333.217,0
99.692,291.779,252.462,275.281,53.446,91.274,15.887,269.999,260.743,202.776,232.685,93.776,124.787,56.2,57.088,68.626,55.094,58.842,56.446,56.94,51.916,59.817,956.094,668.303,9.678,0.201,2800.281,869.969,3008.488,0.068,122.843,237.537,211.762,189.342,100.0,99.579,1000.0,0.5,332.862,0
99.663,295.343,254.278,277.96,54.527,91.329,14.613,273.452,262.844,204.431,235.679,94.574,126.661,55.915,56.803,68.149,56.062,59.973,57.562,57.733,51.584,59.961,1002.091,670.395,10.06,0.207,2800.215,890.443,3008.955,0.07,121.624,237.62,210.11,191.123,100.0,99.581,1000.0,0.483,332.205,0
99.639,298.465,255.898,280.261,54.576,92.133,16.284,276.383,264.581,206.336,238.353,95.544,128.317,57.938,58.502,69.536,59.953,64.048,61.709,58.113,54.567,62.946,1038.274,666.861,10.4,0.214,2800.242,908.884,3009.096,0.072,121.182,240.572,210.985,193.1,100.0,99.591,1000.0,0.473,333.354,0
99.615,298.688,256.003,280.451,54.548,91.774,18.184,276.602,264.698,206.333,238.465,95.328,128.211,59.793,59.821,70.996,61.946,66.035,63.714,57.864,56.664,64.813,1043.148,667.245,10.417,0.212,2800.308,909.682,3009.78,0.072,120.928,240.129,210.574,193.517,100.0,99.566,1000.0,0.482,334.412,0
99.606,296.627,255.023,278.982,53.475,92.518,18.344,274.533,263.791,205.663,236.844,95.304,126.934,59.253,59.951,71.071,60.78,64.816,62.473,57.663,55.917,64.065,1010.9,666.661,10.193,0.213,2800.146,898.333,3008.687,0.07,124.108,241.067,214.642,191.954,100.0,99.476,1000.0,0.483,334.451,0
99.571,290.489,251.926,274.403,54.061,92.192,18.253,269.025,259.454,203.053,232.306,94.323,124.88,58.481,59.868,71.132,58.891,62.851,60.468,55.898,55.117,62.738,928.236,664.931,9.547,0.208,2800.287,862.844,3007.876,0.069,127.874,238.755,216.222,189.175,100.0,99.454,1000.0,0.509,334.169,0
99.489,295.778,254.658,278.301,54.319,92.715,17.14,273.899,263.458,205.535,236.365,95.37,126.51,57.356,58.641,68.826,58.416,62.434,59.979,57.878,53.908,62.122,996.883,666.895,10.108,0.214,2800.156,893.861,3008.859,0.069,125.385,241.568,216.256,191.116,100.0,99.436,1000.0,0.487,333.558,0
99.566,286.498,249.909,271.457,54.342,92.392,17.05,265.123,256.398,201.358,229.05,93.908,123.579,54.376,57.363,66.714,52.967,56.767,54.186,56.813,51.655,58.692,868.227,668.07,9.097,0.206,2800.012,838.145,3007.424,0.07,130.296,238.758,217.936,186.041,100.0,99.454,1000.0,0.492,332.84,0
99.518,297.923,255.773,279.971,54.027,92.66,16.076,275.766,264.543,206.333,238.039,95.477,127.389,55.712,57.373,66.309,56.779,60.881,58.324,59.085,52.205,60.415,1023.364,669.603,10.301,0.215,2800.046,903.833,3008.985,0.071,124.566,241.599,215.37,191.548,100.0,99.451,1000.0,0.476,332.367,0
99.496,297.631,255.707,279.722,54.69,93.221,16.621,275.43,264.407,206.787,237.85,96.057,127.413,56.31,57.649,66.592,56.658,60.709,58.137,59.827,52.532,60.853,1010.892,668.277,10.27,0.22,2800.02,902.519,3008.76,0.072,125.411,244.32,217.626,191.525,100.0,99.478,1000.0,0.477,331.942,0
99.453,299.15,256.535,280.927,54.242,93.149,16.765,276.834,265.286,207.552,239.067,96.184,128.091,57.013,58.11,66.527,57.465,61.545,58.991,59.429,53.652,61.773,1030.394,670.329,10.418,0.221,2800.115,910.23,3008.968,0.075,124.938,245.202,217.63,192.352,100.0,99.441,1000.0,0.475,332.336,0
99.489,299.206,256.537,280.974,53.991,93.085,16.419,276.928,265.32,207.459,239.125,96.012,128.048,56.744,58.149,66.331,57.119,61.216,58.687,59.106,53.617,61.663,1033.027,666.004,10.422,0.22,2799.883,910.389,3010.073,0.074,124.781,244.663,217.237,192.297,100.0,99.477,1000.0,0.473,332.302,0
99.442,298.527,256.226,280.522,53.992,93.0,16.219,276.341,264.883,207.034,238.701,95.976,127.954,56.664,57.936,66.229,56.868,60.967,58.43,59.655,53.553,61.563,1022.327,668.768,10.348,0.22,2800.309,906.407,3009.18,0.074,125.017,242.955,216.276,192.037,100.0,99.433,1000.0,0.483,332.206,0
99.573,294.38,254.108,277.451,53.956,92.325,16.377,272.376,262.177,205.039,235.402,95.0,125.953,56.004,57.753,66.291,55.15,59.105,56.567,58.37,53.145,60.751,969.401,666.446,9.903,0.214,2800.489,882.37,3008.212,0.073,126.477,241.97,217.268,189.956,100.0,99.501,1000.0,0.497,332.343,0
99.64,296.248,254.816,278.808,53.73,91.588,18.596,274.212,263.445,205.115,236.675,94.452,126.279,58.145,59.399,67.781,58.883,62.877,60.328,57.781,55.089,62.965,1006.26,666.427,10.112,0.209,2799.927,893.342,3008.997,0.074,124.47,239.158,214.087,190.917,100.0,99.536,1000.0,0.497,333.119,0
99.536,301.972,257.786,283.197,54.303,90.969,17.794,279.554,266.841,207.838,241.262,95.025,128.746,58.657,59.455,67.501,61.629,65.88,63.364,58.356,55.443,63.849,1084.783,669.129,10.7,0.213,2800.222,924.481,3010.377,0.077,122.304,240.277,212.4,193.982,100.0,99.512,1000.0,0.479,333.666,0
99.574,290.989,252.073,274.885,53.878,90.179,15.718,269.521,259.663,202.247,232.888,92.954,124.103,54.939,57.33,65.968,54.368,58.365,55.831,56.475,52.067,59.438,941.966,667.463,9.548,0.2,2800.225,862.29,3008.438,0.072,126.574,235.513,213.476,187.961,100.0,99.53,1000.0,0.486,332.208,0
99.569,299.843,256.646,281.486,53.955,90.898,16.033,277.844,265.649,206.619,239.668,94.315,127.773,57.057,58.033,66.312,58.819,63.028,60.552,58.824,54.086,62.25,1060.958,666.26,10.479,0.208,2800.682,912.581,3009.864,0.073,123.327,239.735,213.608,192.391,100.0,99.547,1000.0,0.495,332.099,0
99.564,302.354,258.133,283.496,54.291,91.501,17.87,279.922,267.075,208.409,241.791,95.269,129.105,59.219,59.575,67.661,62.166,66.467,63.969,58.425,56.272,64.556,1085.246,666.427,10.729,0.215,2800.515,926.056,3009.843,0.077,123.389,242.623,214.908,194.366,100.0,99.524,1000.0,0.486,333.447,0
99.52,299.496,256.547,281.288,54.026,90.854,15.279,277.486,265.57,206.489,239.637,94.463,127.61,56.635,57.594,65.913,58.074,62.333,59.841,57.373,53.702,61.838,1051.496,669.865,10.429,0.21,2800.426,909.876,3009.994,0.073,123.663,238.942,213.29,192.225,100.0,99.498,1000.0,0.476,332.189,0
99.595,292.264,252.953,275.954,54.222,91.166,17.003,270.507,260.617,203.454,233.954,93.822,124.902,56.494,58.314,66.867,55.966,59.941,57.411,57.713,53.679,61.161,946.11,666.455,9.66,0.207,2800.942,868.948,3008.085,0.073,126.904,238.524,215.779,188.914,100.0,99.508,1000.0,0.496,332.523,0
99.571,293.654,253.536,276.922,54.434,91.219,16.462,271.631,261.492,203.825,234.69,93.683,125.101,56.047,58.058,66.776,55.436,59.395,56.909,60.778,52.816,60.578,967.656,668.34,9.801,0.206,2799.713,875.966,3008.563,0.071,125.004,239.338,214.723,189.127,100.0,99.478,1000.0,0.487,332.067,0
99.536,298.455,256.196,280.478,54.354,93.221,16.249,275.988,264.93,206.987,238.577,95.778,127.717,56.652,58.447,66.961,56.996,61.074,58.521,60.103,52.849,61.33,1015.603,669.858,10.31,0.22,2799.756,904.072,3009.018,0.07,123.309,245.445,216.26,191.967,100.0,99.453,1000.0,0.474,331.903,0
99.506,299.914,257.008,281.628,53.451,92.94,17.006,277.488,265.935,207.715,240.034,95.989,128.337,57.874,59.284,67.595,58.66,62.703,60.135,59.257,54.004,62.659,1033.749,672.037,10.452,0.222,2800.045,911.542,3009.182,0.07,122.678,244.407,214.79,193.079,100.0,99.45,1000.0,0.473,331.836,0
99.53,298.735,256.479,280.747,53.923,93.032,17.569,276.365,265.27,207.394,239.26,96.075,127.895,58.365,59.751,68.231,58.892,62.876,60.298,60.11,54.707,63.169,1014.409,669.757,10.33,0.223,2799.946,905.217,3008.784,0.07,123.27,244.443,215.412,192.788,100.0,99.534,1000.0,0.48,332.232,0
99.643,299.851,256.928,281.578,53.578,93.027,18.506,277.166,265.743,207.674,239.795,95.758,128.186,59.171,59.673,68.893,60.088,64.059,61.48,62.125,55.619,64.089,1032.993,670.051,10.433,0.221,2799.698,910.43,3009.855,0.072,122.781,245.903,215.909,193.406,100.0,99.614,1000.0,0.461,332.64,0
99.704,301.288,257.834,282.744,53.246,93.343,18.268,278.404,266.706,208.777,241.137,96.29,128.937,59.44,59.511,68.739,60.676,64.726,62.144,60.38,55.93,64.496,1046.064,667.693,10.568,0.225,2800.161,917.83,3010.008,0.073,122.754,247.716,216.717,194.373,100.0,99.631,1000.0,0.455,332.73,0
99.729,300.325,257.385,282.014,53.289,93.304,18.109,277.557,266.157,208.44,240.496,96.29,128.485,59.096,59.171,68.485,59.675,63.71,61.163,60.068,55.809,64.271,1030.97,667.007,10.466,0.225,2799.938,912.529,3009.133,0.072,123.132,247.159,216.815,193.905,100.0,99.628,1000.0,0.458,332.821,0
99.511,301.676,258.157,283.076,53.945,93.498,16.995,278.644,266.977,209.315,241.648,96.666,129.071,58.452,58.569,67.857,59.108,63.24,60.705,60.666,55.191,63.768,1045.267,670.794,10.6,0.229,2800.436,919.656,3009.943,0.075,122.993,248.448,217.176,194.662,100.0,99.487,1000.0,0.453,332.709,0
99.487,301.301,257.981,282.807,54.145,93.455,16.855,278.342,266.779,209.083,241.424,96.621,128.887,58.468,58.415,67.708,58.882,63.023,60.476,60.377,55.25,63.758,1039.156,669.812,10.561,0.228,2800.278,917.526,3010.269,0.074,123.094,247.414,216.684,194.432,100.0,99.472,1000.0,0.454,332.168,0
99.54,302.572,258.683,283.8,54.273,93.593,16.237,279.361,267.535,209.949,242.424,96.805,129.349,58.218,57.908,67.245,58.637,62.832,60.327,60.804,55.185,63.719,1053.987,669.601,10.681,0.23,2800.332,923.815,3009.74,0.075,122.946,249.942,217.965,194.969,100.0,99.475,1000.0,0.45,332.339,0
99.498,302.211,258.462,283.566,54.162,93.342,16.244,279.083,267.317,209.37,242.187,96.584,129.292,58.315,57.952,67.308,58.718,62.903,60.383,60.194,55.32,63.795,1050.688,669.052,10.642,0.229,2799.918,921.635,3009.971,0.075,122.675,246.978,215.94,194.769,100.0,99.47,1000.0,0.457,331.952,0
99.526,301.035,257.813,282.624,53.817,93.394,16.329,278.107,266.615,208.805,241.285,96.378,128.693,58.063,57.728,67.187,58.032,62.217,59.682,59.908,54.947,63.498,1035.677,667.988,10.524,0.227,2799.921,915.355,3009.538,0.074,122.947,246.338,216.06,194.039,100.0,99.48,1000.0,0.46,331.964,0
99.542,302.011,258.346,283.425,53.18,93.411,17.095,278.918,267.174,209.273,242.051,96.336,129.183,58.876,58.219,67.644,59.246,63.441,60.934,60.76,56.138,64.55,1049.173,666.238,10.613,0.227,2800.645,920.114,3009.924,0.075,122.707,247.136,216.273,194.604,100.0,99.499,1000.0,0.46,332.214,0
99.558,302.029,258.377,283.47,53.429,93.303,17.253,278.924,267.177,209.231,242.105,96.276,129.02,59.042,58.281,67.769,59.289,63.493,60.991,60.004,56.403,64.763,1049.907,666.44,10.613,0.227,2800.507,920.125,3009.932,0.075,122.632,246.354,215.736,194.78,100.0,99.531,1000.0,0.455,332.637,0
99.572,302.785,258.78,284.106,53.868,93.219,15.995,279.522,267.639,209.421,242.705,96.346,129.454,57.848,57.327,66.776,57.993,62.273,59.787,60.054,55.237,63.602,1058.666,665.947,10.682,0.228,2800.29,923.655,3010.307,0.076,122.333,245.627,214.861,194.904,100.0,99.551,1000.0,0.458,332.074,0
99.562,303.792,259.385,284.92,53.814,93.276,15.506,280.296,268.266,210.027,243.589,96.533,129.769,57.807,57.182,66.564,58.193,62.513,60.029,60.035,55.128,63.599,1069.912,666.163,10.778,0.229,2800.274,928.606,3010.018,0.079,122.153,246.203,214.864,195.499,100.0,99.538,1000.0,0.456,331.664,0
99.533,304.161,259.647,285.257,54.319,93.123,15.575,280.609,268.518,210.242,244.0,96.623,129.989,58.192,57.337,66.681,58.708,63.023,60.541,59.777,55.705,64.017,1073.405,667.86,10.811,0.23,2800.414,930.294,3010.19,0.08,122.076,245.986,214.564,195.898,100.0,99.512,1000.0,0.457,331.578,0
99.549,304.248,259.678,285.338,53.966,93.177,16.346,280.624,268.559,210.243,244.029,96.552,129.999,58.846,57.656,67.122,59.169,63.438,60.942,60.234,56.312,64.71,1074.828,666.924,10.816,0.23,2800.161,930.538,3010.928,0.08,122.05,245.962,214.555,195.948,100.0,99.535,1000.0,0.462,331.589,0
99.553,303.53,259.257,284.802,53.34,93.208,16.988,279.942,268.024,209.877,243.385,96.312,129.47,59.263,58.2,67.627,59.558,63.821,61.348,59.887,56.884,64.998,1065.381,665.455,10.735,0.228,2799.788,926.365,3010.813,0.077,122.244,246.212,215.09,195.59,100.0,99.537,1000.0,0.456,331.975,0
99.663,302.822,258.687,284.273,52.385,92.047,17.512,278.936,267.181,208.513,242.201,94.735,128.722,59.246,58.403,67.904,59.864,64.082,61.623,61.971,56.881,64.889,1069.568,666.097,10.634,0.217,2799.577,920.014,3010.133,0.079,123.122,244.357,215.49,194.33,100.0,99.418,1000.0,0.488,332.607,0
99.606,302.307,258.5,283.877,53.417,92.777,19.29,278.643,266.973,208.514,242.224,95.381,128.118,60.929,60.021,69.035,61.378,65.55,63.049,61.179,58.62,66.468,1054.339,664.981,10.585,0.222,2799.772,918.496,3009.669,0.076,126.472,244.019,218.661,193.858,100.0,99.445,1000.0,0.471,332.982,0
99.549,300.952,257.867,282.83,53.693,92.704,18.111,277.769,266.329,208.178,241.316,95.306,127.651,59.728,58.505,68.216,58.931,63.017,60.489,61.052,57.533,65.292,1036.181,665.178,10.452,0.221,2799.807,911.29,3009.776,0.074,123.759,243.517,215.789,193.945,100.0,99.522,1000.0,0.469,333.024,0
99.662,301.586,258.28,283.368,53.878,93.159,15.403,278.179,266.568,208.683,241.811,95.701,127.858,57.369,57.01,66.62,56.879,61.154,58.708,59.137,54.899,62.857,1038.955,665.595,10.508,0.225,2799.859,914.181,3009.679,0.075,123.939,244.146,215.934,193.905,100.0,99.525,1000.0,0.451,332.367,0
99.637,302.007,258.478,283.661,54.55,93.133,15.409,278.602,266.822,208.912,242.27,95.969,128.379,57.493,57.141,66.792,56.875,61.061,58.591,60.979,54.734,62.906,1041.159,666.7,10.553,0.227,2799.861,916.412,3009.793,0.075,123.772,244.356,215.636,194.17,100.0,99.52,1000.0,0.483,331.105,0
